"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21"
4,1,3,2,-10,2,2,-6,-4,-5,-5,-1,-4,-14,-3,17,NA,NA,NA,NA,NA
3,-1,2,-2,-7,1,1,-12,-5,0,-4,-3,-2,-13,-6,4,30,NA,NA,NA,NA
-6,3,-6,-10,-3,-13,-14,-12,-3,1,1,-19,9,10,-11,-7,-14,124,NA,NA,NA
-6,-3,-4,-10,3,-9,-10,-16,2,-3,2,-16,4,22,-17,-6,-9,29,64,NA,NA
3,-3,-3,-7,-7,-2,-2,-12,-9,24,13,-9,14,0,-8,-4,-1,-1,-2,39,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,8,8,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,-10,-11,-14,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,6,6,8,-5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,8,8,12,-16,9,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,-2,5,6,-36,3,8,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2,5,6,5,-20,4,-3,-14,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1,-4,-3,-6,-17,-4,-5,-20,-10,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-10,-10,-10,-16,-35,-12,-14,-32,-18,9,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,10,10,13,-22,10,13,2,6,-5,-15,31,NA,NA,NA,NA,NA,NA,NA,NA,NA
-6,-6,-8,-13,-17,-5,-12,-32,-5,18,13,-11,61,NA,NA,NA,NA,NA,NA,NA,NA
-24,-11,-19,-25,-36,-20,-30,-52,-10,-4,2,-30,2,67,NA,NA,NA,NA,NA,NA,NA
-5,-12,-11,-7,-30,-7,-7,-11,-23,-28,-36,-5,-25,-28,83,NA,NA,NA,NA,NA,NA
9,6,8,8,-11,8,9,7,-1,-11,-25,8,-18,-37,-9,36,NA,NA,NA,NA,NA
8,6,6,8,1,8,10,0,-5,-1,-18,6,-9,-37,-14,10,35,NA,NA,NA,NA
-20,2,-6,-16,0,-2,-18,-23,-21,-19,-18,-21,-20,11,-47,-29,-29,129,NA,NA,NA
-4,3,0,0,-7,0,-3,-16,5,0,-2,-1,1,21,-20,-6,-8,44,26,NA,NA
0,-3,-3,-4,-12,-3,-4,-20,-6,17,8,-4,12,-9,-20,-10,-2,-8,-2,26,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1,2,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2,0,4,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2,1,-1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1,2,2,3,2,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2,-1,1,6,-3,3,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,4,2,4,2,1,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-5,0,3,1,0,2,-1,0,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-5,-3,-6,-9,4,-4,-10,-5,-4,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-18,-7,-12,-18,-3,-13,-16,-15,-12,13,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-10,5,-2,-4,-4,-1,-4,-4,-6,-11,-21,32,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3,0,-5,-7,4,0,-5,-5,-5,17,13,-7,44,NA,NA,NA,NA,NA,NA,NA,NA
-20,-18,-18,-18,4,-13,-24,-21,-9,10,12,-30,13,99,NA,NA,NA,NA,NA,NA,NA
-2,-2,-2,1,-1,1,-1,0,-7,-8,-24,-8,-10,-32,67,NA,NA,NA,NA,NA,NA
1,2,4,3,5,2,1,5,0,-4,-12,-3,-3,-18,1,17,NA,NA,NA,NA,NA
1,2,3,1,4,2,0,3,1,3,-6,-3,2,-16,-3,4,16,NA,NA,NA,NA
-20,-8,-18,-12,16,-3,-16,-21,7,-14,-3,-31,-14,36,-29,-19,-2,170,NA,NA,NA
-21,-10,-10,-14,-7,-12,-21,-14,-1,-14,-13,-25,-19,40,-17,-16,-15,47,105,NA,NA
-5,-3,-6,-4,5,-5,-6,-5,-8,18,-1,-11,7,-11,-6,-2,3,-9,-18,44,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1,5,11,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,-1,4,-13,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,9,4,10,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,12,5,20,-2,7,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,0,7,0,3,5,8,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-30,4,-3,7,-30,13,-3,-32,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2,-1,0,-13,3,0,-2,-6,-17,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-14,-3,-6,-20,-11,-7,-10,-21,-10,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,22,6,9,-2,9,14,2,-9,-1,-8,33,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2,2,0,-11,0,-1,-3,-6,-8,3,2,-3,17,NA,NA,NA,NA,NA,NA,NA,NA
-18,-14,-15,-26,-12,-14,-21,-25,-7,-4,-4,-23,1,58,NA,NA,NA,NA,NA,NA,NA
5,2,2,5,2,2,4,6,-14,1,-7,3,-1,-8,4,NA,NA,NA,NA,NA,NA
9,4,4,3,10,4,5,7,-19,1,-10,5,0,-14,9,23,NA,NA,NA,NA,NA
6,3,3,1,8,3,4,4,-16,2,-6,5,1,-13,4,9,10,NA,NA,NA,NA
-50,-35,-34,-55,-45,-15,-40,-57,-41,-27,-30,-23,-12,4,-33,-45,-39,130,NA,NA,NA
-15,-3,-4,-8,-8,0,-8,-17,23,-4,-5,-13,-2,25,-3,-10,-9,31,68,NA,NA
-1,-3,-1,-15,1,-2,-3,-10,-27,5,-6,-4,3,-9,0,-1,2,-23,-14,21,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2,0,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-4,0,9,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-22,-28,6,-26,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3,2,1,3,-29,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3,-1,0,10,-30,6,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,6,-4,3,-33,3,4,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-11,-7,14,12,-33,4,-5,-4,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2,-2,-8,-10,-26,-7,-7,-8,-13,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-7,-8,-11,-21,-34,-13,-13,-21,-9,16,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-6,9,-1,-2,-32,4,2,-1,-19,-9,-14,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2,-3,-7,-17,-5,-5,-2,-11,10,12,-5,7,NA,NA,NA,NA,NA,NA,NA,NA
-4,-9,-8,-17,12,-9,-12,-10,-3,7,6,-11,2,47,NA,NA,NA,NA,NA,NA,NA
6,-1,5,-2,-22,1,-10,-10,-9,8,3,-12,6,2,56,NA,NA,NA,NA,NA,NA
5,-4,0,0,6,-6,-3,0,-11,-10,-15,-4,-2,-9,-4,25,NA,NA,NA,NA,NA
3,2,-4,-1,-7,2,0,-1,-19,-3,-12,-1,2,-8,-2,4,20,NA,NA,NA,NA
-2,-31,-30,-40,-34,-34,-35,-33,-36,-25,-29,-14,-21,32,-25,-13,-31,150,NA,NA,NA
-10,-13,-2,-13,-25,-14,-13,-14,18,-10,-1,-14,-4,24,3,-7,-16,11,56,NA,NA
-2,-4,-9,-13,-11,-8,-8,-14,-19,11,8,-8,7,-3,1,-7,-1,-15,-13,24,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,10,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,-1,18,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,-7,5,0,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,24,18,18,7,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,-1,22,29,-1,15,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,-8,6,-4,-10,4,13,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,11,13,24,-2,13,16,-3,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-8,-14,-14,-22,-29,-14,-18,-9,-15,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-6,-12,-15,-27,-29,-9,-21,-9,-15,11,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,22,16,30,2,22,10,-2,14,-13,-11,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,3,5,-23,4,5,4,3,3,2,6,35,NA,NA,NA,NA,NA,NA,NA,NA
-12,-10,-6,-24,-40,-16,-7,-17,6,-10,-4,-14,-2,58,NA,NA,NA,NA,NA,NA,NA
4,-20,-13,-26,-8,-17,-19,-14,-15,-9,-3,-16,-16,-9,95,NA,NA,NA,NA,NA,NA
12,3,13,17,-1,10,13,16,10,-12,-15,11,-2,-16,-4,28,NA,NA,NA,NA,NA
6,10,8,2,-11,4,9,8,5,-7,-11,7,3,-17,-1,12,24,NA,NA,NA,NA
-23,16,-11,-24,-43,-14,-19,-32,18,-8,-8,-11,-15,3,-32,-21,-7,115,NA,NA,NA
0,7,13,7,-9,9,14,-9,20,-16,-12,11,2,16,-7,3,1,15,37,NA,NA
-7,-11,-17,-30,-28,-15,-24,-9,-19,11,9,-12,-5,-13,-9,-14,-7,-15,-18,21,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,5,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-5,-9,-9,-15,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,7,4,4,-11,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,3,3,8,-15,6,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-4,-6,-2,-5,-21,-6,-4,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3,0,2,-3,-23,2,-2,-12,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1,-6,-4,-9,-13,-4,-5,-18,-12,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3,-7,-7,-14,-10,-6,-8,-22,-10,19,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,2,1,-19,6,5,-12,-6,-11,-15,38,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1,-2,-3,-9,-7,-2,-7,-15,-4,22,24,-10,52,NA,NA,NA,NA,NA,NA,NA,NA
-16,-15,-14,-20,-19,-18,-22,-30,-9,5,10,-29,11,83,NA,NA,NA,NA,NA,NA,NA
0,-8,-7,-8,-30,-6,-3,-17,-12,-15,-16,-8,-15,-26,58,NA,NA,NA,NA,NA,NA
4,2,4,3,-11,3,3,-4,-3,-8,-10,1,-7,-19,-3,19,NA,NA,NA,NA,NA
3,0,3,-1,-6,2,2,-10,-5,-1,-9,-2,-4,-19,-7,5,31,NA,NA,NA,NA
-9,2,-7,-13,-1,-13,-17,-15,-7,-5,-5,-21,4,10,-16,-11,-18,129,NA,NA,NA
-5,-1,-2,-7,0,-6,-9,-16,3,-2,0,-12,3,22,-16,-5,-9,35,59,NA,NA
2,-4,-4,-7,-8,-3,-3,-14,-9,24,14,-9,15,-2,-11,-6,-2,-3,-3,37,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,3,7,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,1,1,-4,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,5,6,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,4,5,10,-5,7,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,3,6,4,4,3,3,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-6,2,5,3,-5,4,1,-1,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-6,-6,-7,-12,5,-6,-10,-8,-9,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-19,-10,-14,-21,-8,-14,-18,-19,-14,7,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-6,9,3,2,-6,4,3,-1,-2,-12,-21,34,NA,NA,NA,NA,NA,NA,NA,NA,NA
-4,-2,-5,-9,3,-2,-7,-6,-7,12,8,-8,40,NA,NA,NA,NA,NA,NA,NA,NA
-23,-22,-22,-24,-4,-19,-28,-26,-13,3,4,-34,8,88,NA,NA,NA,NA,NA,NA,NA
1,2,3,5,-2,5,6,3,-4,-7,-21,-1,-8,-28,59,NA,NA,NA,NA,NA,NA
3,4,5,5,7,4,4,6,0,-5,-15,1,-4,-21,6,17,NA,NA,NA,NA,NA
2,2,4,2,6,3,2,4,0,1,-9,0,0,-19,1,5,14,NA,NA,NA,NA
-43,-29,-38,-35,-13,-19,-38,-46,-17,-25,-22,-43,-11,19,-46,-41,-25,162,NA,NA,NA
-19,-8,-7,-12,-8,-8,-16,-14,4,-11,-12,-20,-12,33,-10,-14,-13,36,97,NA,NA
-6,-6,-8,-9,3,-7,-8,-9,-14,13,-4,-13,6,-9,-7,-4,1,-18,-19,40,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1,2,13,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-5,-19,-5,-16,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,9,7,9,-11,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,2,8,17,-21,11,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2,0,1,-18,4,6,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-4,2,13,17,-12,8,5,-5,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-7,-9,-12,-17,-30,-13,-13,-11,-15,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-7,-10,-13,-22,-34,-12,-14,-15,-13,13,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3,14,7,8,-23,12,10,0,-1,-14,-13,34,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,-2,-5,-28,-3,-3,2,-3,8,8,-4,25,NA,NA,NA,NA,NA,NA,NA,NA
-9,-11,-9,-21,-31,-12,-13,-15,3,-3,1,-14,-1,57,NA,NA,NA,NA,NA,NA,NA
5,-6,2,-7,-12,-2,-13,-13,-10,-1,-1,-14,0,-4,78,NA,NA,NA,NA,NA,NA
7,1,6,8,-10,2,5,8,3,-13,-15,4,-3,-14,-4,26,NA,NA,NA,NA,NA
4,6,2,2,-18,4,4,3,-4,-7,-12,4,2,-13,-3,8,21,NA,NA,NA,NA
-17,-5,-22,-32,-53,-26,-29,-33,7,-12,-15,-15,-20,16,-28,-19,-20,133,NA,NA,NA
-5,-5,4,-5,-19,-4,-3,-13,21,-15,-7,-5,-3,20,-1,-3,-8,13,47,NA,NA
-5,-7,-12,-18,-27,-11,-12,-12,-18,11,8,-10,2,-9,-4,-10,-4,-17,-15,23,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,1,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,1,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,5,4,4,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,3,4,5,0,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,3,3,3,1,2,3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,5,4,4,3,4,2,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,1,0,1,0,1,1,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2,1,1,0,3,1,1,2,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,5,4,3,0,4,4,3,4,1,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,1,2,2,3,3,1,1,3,5,6,1,8,NA,NA,NA,NA,NA,NA,NA,NA
1,1,0,1,0,0,0,0,4,3,5,0,5,9,NA,NA,NA,NA,NA,NA,NA
4,3,1,3,0,3,4,3,3,1,1,3,1,1,8,NA,NA,NA,NA,NA,NA
4,4,5,3,2,4,4,3,3,2,2,3,2,2,3,8,NA,NA,NA,NA,NA
3,3,3,3,2,3,4,2,4,3,3,3,3,1,3,5,8,NA,NA,NA,NA
1,3,0,0,2,2,1,1,3,3,3,1,1,6,0,3,2,9,NA,NA,NA
1,2,2,1,1,1,2,0,4,3,3,1,2,6,0,3,1,6,9,NA,NA
3,2,1,1,1,2,2,2,2,5,5,2,4,3,2,2,3,2,3,8,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,2,1,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,1,2,0,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,0,0,0,0,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,1,0,0,2,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,3,0,0,0,1,0,0,0,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,0,0,3,3,0,6,NA,NA,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,0,2,1,2,0,2,6,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,0,0,0,0,0,0,1,0,0,0,5,NA,NA,NA,NA,NA,NA
1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,5,NA,NA,NA,NA,NA
1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,3,5,NA,NA,NA,NA
0,0,0,0,0,0,0,0,1,1,1,0,1,3,0,0,0,6,NA,NA,NA
0,0,0,0,0,0,0,0,2,1,1,0,1,3,0,0,0,2,6,NA,NA
0,0,0,0,0,0,0,0,0,2,1,0,1,1,1,0,0,0,0,5,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.08,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.16,0.01,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.04,-0.06,0.2,0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.51,-0.35,-0.46,-0.41,1.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.16,0.15,0.2,0.16,-0.74,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.03,-0.02,0.19,0.32,-0.64,0.25,0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.19,0.2,-0.11,0.15,-0.18,-0.14,0.13,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.21,0.11,0.21,0.18,-0.29,0.37,0.13,-0.19,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.45,-0.82,-0.83,-0.78,-0.13,-0.95,-0.86,-0.58,-0.69,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.45,-0.74,-0.9,-0.75,-0.02,-0.74,-0.8,-0.56,-0.5,0.48,0.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.2,0.04,0.38,0.16,-0.81,0.3,0.25,-0.16,0.14,-1.01,-1.06,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.47,-0.83,-0.97,-0.9,-0.29,-0.97,-0.87,-0.61,-0.86,0.67,0.5,-1.03,0.97,NA,NA,NA,NA,NA,NA,NA,NA
-0.47,-0.79,-0.71,-0.62,0.39,-0.85,-0.81,-0.52,-0.43,0.45,0.48,-1.03,0.35,0.61,NA,NA,NA,NA,NA,NA,NA
0.17,0.14,-0.12,-0.15,-0.65,0.15,-0.13,-0.14,0.14,-0.78,-0.67,-0.14,-0.82,-0.76,0.56,NA,NA,NA,NA,NA,NA
0.16,0.05,-0.02,-0.14,-0.2,-0.2,-0.19,0,-0.15,-0.68,-0.7,-0.14,-0.75,-0.53,0.24,0.48,NA,NA,NA,NA,NA
0.18,0,0.11,-0.1,-0.62,-0.07,-0.09,-0.09,-0.13,-0.59,-0.77,0.09,-0.61,-0.75,0.25,0.28,0.45,NA,NA,NA,NA
-0.51,-0.26,-0.79,-0.64,0.82,-0.83,-0.66,-0.15,-0.7,-0.23,0.13,-0.92,0.04,0.25,-0.71,-0.29,-0.7,1.42,NA,NA,NA
-0.34,-0.31,0.12,0.09,0.4,-0.02,-0.11,-0.35,0.35,-0.35,-0.27,-0.12,-0.56,0.14,-0.2,-0.04,-0.27,0,0.84,NA,NA
